Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
9.11,4.18,1.45,1.247,K2III,17.215881,0
9.11,4.47,1.17,1.314,K2III,17.361538,0
9.43,6.64,0.93,0.513,F6V,18.54084,1
9.82,9.24,1.54,0.687,G3/G5V,19.64836,1
8.4,5.3,1.16,1.094,K0III,17.021378,0
9.35,3.89,1.43,0.972,K1IV,17.299747,1
9.77,7.85,3.33,0.95,K0/K1V,19.244349,1
9.67,2.16,1.14,1.244,K0III/IV,16.34227,1
8.35,3.06,1.06,0.955,G8III,15.778607,0
11.44,1.56,3.02,1.2,M0V:,17.405622,1
10.16,5.68,2.36,0.393,F5V,18.931742,1
7.1,17.88,0.9,0.5,F5V,18.361837,1
8.23,10.79,1.5,0.513,F5V,18.395107,1
7.13,3.93,0.77,1.17,K2III,15.101963,0
8.58,4.98,1.2,1.02,G8V,17.066147,1
8.86,14.08,1.18,0.552,G2Vw...,19.603012,1
8.54,3.34,1.2,0.97,G6III,16.158733,0
8.87,10.54,1.19,0.544,F7V,18.984203,1
6.61,5.97,0.62,1.093,K1IIICN...,15.489872,0
7.47,5.53,1.04,0.94,G4III,16.183626,0
8.88,11.6,0.96,0.543,F6V,19.20229,1
10.21,7.12,1.93,0.483,F7/F8V,19.4724,1
8.9,8.46,1.38,0.57,G0V,18.53685,1
9.14,2.01,1.06,0.973,K0III,15.655981,0
8.24,3.5,0.76,1.062,K1III,15.9603405,0
6.86,1.79,0.81,0.047,B2IIIne+...,13.124266,0
9.75,2.37,1.48,0.808,G6V,16.623741,1
7.99,2.75,0.67,-0.005,B9V,15.186664,1
8.73,2.15,0.98,1.098,K1III,15.392192,0
8.53,4.07,0.84,0.898,K0III,16.577972,0
9.02,16.48,1.49,0.599,G3V,20.104786,1
8.78,6.96,1.14,0.432,F5V,17.993046,1
7.58,1.46,0.64,1.692,M2III,13.401764,0
9.48,0.22,1.75,1.061,G8/K0III,11.192113,0
5.12,10.55,0.69,-0.06,A3V,15.236262,1
6.43,5.65,0.85,1.339,K4III,15.190243,0
8.13,8.92,0.8,0.468,F5V,17.881824,1
9.74,30.78,1.6,1.144,K5V,22.181343,1
9.43,10.6,0.93,0.588,G0V,19.55653,1
6.07,7.28,0.89,1.036,K0III,15.380657,0
7.74,-0.48,0.8,0.554,B1.5Ib,11.146206,0
7.07,1.87,0.85,1.605,M1III,13.429209,0
6.4,5.0,0.82,0.018,B9V,14.89485,1
7.46,4.73,0.67,0.16,A2IV,15.834306,1
7.84,3.77,0.97,1.146,K2II,15.721707,0
8.12,7.78,2.03,0.473,F6V,17.574898,1
8.7,4.12,1.23,1.111,K0III,16.774487,0
8.7,1.54,0.82,0.082,A2V,14.637604,1
6.96,2.84,0.78,1.485,K4/K5III,14.226592,0
8.47,5.95,0.77,0.956,K0III/IV,17.342585,1
7.46,24.42,0.68,0.537,F8/G0V,19.398727,1
6.57,6.59,0.77,1.075,K1III,15.664427,0
9.43,7.79,1.32,0.293,F0IV,18.887688,1
8.93,1.08,1.26,1.179,K3III,14.097119,0
8.85,2.44,0.91,1.212,K2III,15.78695,0
8.37,7.86,1.09,0.485,F5V,17.847113,1
6.39,7.27,0.79,1.069,K0III,15.697672,0
9.0,5.47,0.93,0.415,F3V,17.689938,1
8.51,4.18,0.96,0.873,G6III,16.615881,0
5.75,26.83,0.96,0.443,F5V+...,17.893105,1
5.09,15.94,0.48,1.345,K5III,16.102442,0
10.26,2.84,2.22,0.439,F2V,17.526592,1
6.9,2.96,0.99,1.426,K3III,14.256458,0
8.76,23.8,1.21,0.746,G8III,20.642885,0
4.92,8.18,0.85,1.434,K3III,14.483767,0
6.43,3.1,0.83,1.498,K4III,13.886808,0
6.07,72.98,0.75,0.752,K0V,20.38602,1
9.38,3.36,1.54,0.187,O8V,17.011696,1
6.95,2.45,0.91,1.518,K4III,13.89583,0
8.92,6.21,1.18,0.843,G8III,17.885458,0
6.23,9.69,0.59,0.052,A0V,16.16162,1
9.03,3.72,1.28,1.609,M1III:,16.882713,0
9.28,9.48,1.19,0.49,F6IV/V,19.164042,1
7.64,5.07,1.0,0.94,K0III,16.16504,0
7.37,21.91,0.82,0.539,F7V,19.073212,1
5.69,10.18,0.78,1.06,G8III...,15.728739,0
7.01,6.41,0.72,0.192,A6V,16.04429,1
7.19,4.44,0.79,0.974,K1II,15.426914,0
9.23,2.6,1.32,0.32,B9V,16.304867,1
9.75,2.96,1.56,0.735,F8V,17.106459,1
8.36,3.98,1.22,0.879,G8IV,16.359415,1
7.78,15.26,1.03,0.563,F8/G0V,18.697773,1
9.27,5.43,1.38,0.529,F7V,17.944,1
9.02,3.68,1.21,0.96,G8IV,16.84924,1
8.65,7.24,1.88,0.476,F3/F5V,17.948692,1
7.81,4.86,0.9,0.942,K0III,16.243181,0
6.76,3.56,0.79,1.074,G9Ib,14.51725,0
9.21,0.53,1.02,0.142,A0V,12.831379,1
7.07,9.28,1.02,0.483,F6III,16.90774,0
8.41,1.88,0.96,1.486,K3III,14.780789,0
7.24,9.61,1.04,0.286,A8/A9IV/V,17.153618,1
9.57,10.45,1.14,0.822,G8IV/V,19.66558,1
9.13,7.48,1.08,0.577,G1V,18.499508,1
10.66,16.33,2.02,1.379,K7V:,21.72493,1
7.85,19.99,0.94,0.539,F7/F8V,19.354063,1
7.8,3.77,1.0,0.559,F6V...,15.681707,1
7.6,11.98,1.23,0.418,F2V,17.992285,1
6.97,5.26,0.89,1.05,K0III,15.574928,0
9.7,1.66,0.94,0.479,F6/F7IV,15.80054,1
8.81,0.2,1.44,1.148,K1/K2III,10.31515,0
10.14,2.5,1.63,0.516,F5/F6V,17.1297,1
7.74,6.38,0.89,1.137,K1IIICN...,16.764103,0
5.43,5.5,0.98,1.391,M3III,14.131813,0
7.71,2.77,0.76,-0.041,B2.5V,14.9223995,1
7.23,7.09,0.69,1.17,K1III,16.48323,0
9.38,0.15,1.86,0.58,G8III:,10.260457,0
5.99,4.86,0.97,1.022,K0III,14.423181,0
7.46,2.34,0.8,1.62,M2III,14.30608,0
8.4,1.36,1.11,1.305,K2/K3III,14.067695,0
9.47,10.53,1.41,0.727,G5V,19.582142,1
8.47,4.12,1.02,0.503,F5V,16.544487,1
9.25,8.33,1.14,0.698,G3V,18.853226,1
7.32,5.85,0.97,1.064,K0III,16.155779,0
9.47,12.6,1.4,0.678,G5V,19.971851,1
10.95,1.57,3.06,0.37,A0V,16.929499,1
9.81,1.15,1.52,0.18,B1V:pe,15.113489,1
8.71,19.4,1.25,0.657,G3V,20.14901,1
7.28,0.44,0.75,0.637,A1Ia,10.497263,0
9.14,2.85,1.4,1.041,G8III,16.414225,0
9.94,5.79,1.56,0.642,G2/G3V,18.753391,1
9.29,-1.52,1.28,1.052,K0III,15.199218,0
10.66,2.03,2.7,0.98,K0III,17.19748,0
6.44,31.01,0.87,0.594,G3V,18.897509,1
8.78,13.4,0.76,0.602,G1V,19.415524,1
6.14,4.23,0.8,1.49,K4III,14.271702,0
6.47,7.63,0.76,0.946,G8II,15.882622,0
5.59,5.7,0.53,-0.1,B8III,14.369374,0
9.26,12.39,1.45,0.589,G1V,19.725357,1
6.18,5.79,0.76,1.544,K5/M0III,14.993393,0
9.64,3.1,1.4,0.2,B9IV,17.09681,1
8.87,2.04,1.23,1.029,K0III,15.418151,0
7.96,5.1,1.03,1.005,K0III,16.497852,0
8.22,16.29,1.62,0.83,G9V,19.279606,1
6.93,0.65,0.66,0.24,B0.5III,10.994566,0
8.27,13.78,1.06,0.58,G1V,18.966248,1
8.8,3.14,0.98,0.882,G6/G8III,16.284649,0
9.12,11.7,3.14,0.676,G3V,19.46093,1
7.05,3.0,0.82,1.55,M1III,14.435606,0
7.8,0.91,0.91,0.635,F5IIvar,12.595207,0
5.36,5.55,0.82,1.559,M4III,14.081465,0
8.65,1.32,1.03,0.019,A0V,14.25287,1
8.81,5.71,1.17,0.512,F7V,17.593182,1
7.23,4.91,1.26,0.01,A1V,15.685408,1
7.18,4.53,0.98,0.894,G4III,15.460491,0
3.86,23.93,1.22,0.13,A5V,15.754713,1
6.64,4.46,0.8,1.301,K2III,14.886675,0
12.49,22.93,5.47,1.34,M0V:,24.292019,1
9.83,5.35,1.54,0.465,F3V,18.471767,1
7.79,12.92,0.73,0.772,K0:Ib,18.346313,0
7.29,3.26,0.95,1.786,K4III,14.856089,0
8.29,6.38,1.0,0.408,F2IV/V,17.314104,1
6.11,2.42,0.79,1.664,M0/M1IIICNp,13.029078,0
7.94,4.94,2.9,0.21,A5V,16.408636,1
8.81,1.87,1.23,1.176,K1/K2III,15.169209,0
